Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
983b907a-20ab-06cb-48b8-acd879435fff,1948-10-08,2003-08-29,999-25-6757,S99958009,X47420501X,Mr.,Carlos172,Lorenzo669,Amador986,,,M,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,311 Ryan Ville Apt 58,Boston,Massachusetts,Suffolk County,25025,02108,42.32966744226223,-71.06786412498703,12138.95,292366.03,971
54ae922b-fb93-8393-8a0d-f5fb888dd04c,1996-12-17,,999-85-2710,S99979008,X14775463X,Mrs.,Kate239,Bertie593,Dickens475,,Daugherty69,M,white,nonhispanic,F,Holyoke  Massachusetts  US,483 Simonis Green Unit 20,Holyoke,Massachusetts,Hampden County,25013,01040,42.2137784566646,-72.66181510701607,118555.69,246005.44,36317
be29325d-7e97-ac8b-4bb6-935099a7fede,1999-04-23,,999-42-1336,S99919716,X37986855X,Ms.,Keila316,Talitha643,Hegmann834,,,,white,hispanic,F,Holden  Massachusetts  US,586 Jacobs Key,Hanson,Massachusetts,Plymouth County,25023,02341,42.02874200245989,-70.84928772528258,27369.50,228141.37,89290
30560261-36c5-3b57-9522-29ecb1a1aefb,1964-01-06,,999-66-5883,S99932260,X66467055X,Mrs.,Jutta270,Alba338,O'Conner199,,Hagenes547,M,white,nonhispanic,F,Methuen  Massachusetts  US,1007 Nolan Haven,Hinsdale,Massachusetts,Berkshire County,,00000,42.48219642305787,-73.07249916985634,708292.26,8278.73,114701
ddcb1f2d-4d4f-071c-6af0-b0ae8814e11d,1984-04-26,,999-95-4105,S99954102,X66569505X,Mrs.,Kizzie166,Maribel82,Dickinson688,,Buckridge80,M,white,nonhispanic,F,Waltham  Massachusetts  US,230 Bechtelar Viaduct,Lawrence,Massachusetts,Essex County,25009,01841,42.75703066175782,-71.18592147017655,209741.42,456132.40,123730
5881de87-7675-2acf-1447-29642979c749,1948-10-08,2017-02-16,999-63-8055,S99938472,X207920X,Mr.,Gilberto712,Julio255,de Anda129,,,S,white,hispanic,M,Lima  Lima Province  PE,308 Bartell Arcade,Boston,Massachusetts,Suffolk County,25025,02111,42.32817775576279,-71.09850228114227,40637.70,855806.67,971
557a8799-1fca-b6a2-532c-9021b49e863d,1924-12-03,2000-07-06,999-90-6640,S99941978,X61993955X,Mrs.,Daryl568,Lannie207,Lehner980,,Bins636,D,white,nonhispanic,F,Acushnet  Massachusetts  US,704 Witting Ville Suite 72,Southwick,Massachusetts,Hampden County,,00000,42.053524828295224,-72.82123544769485,605312.58,593357.01,43634
3c1c2272-344d-eb8a-0ee6-9f4da2db2f2d,1990-12-11,,999-99-8396,S99915803,X71835398X,Mr.,Lane844,Roger751,Nicolas769,,,M,asian,nonhispanic,M,Methuen  Massachusetts  US,665 Rohan Extension,Lowell,Massachusetts,Middlesex County,25017,01854,42.65728165287756,-71.3180289035448,65765.98,5269.81,89319
84f0577b-23f9-4c60-75ed-0d2c51e5c099,1984-09-30,,999-23-3896,S99929762,X28191553X,Mr.,Darius626,Benny518,Paucek755,,,S,white,nonhispanic,M,Agawam  Massachusetts  US,607 Gerhold Loaf,Rehoboth,Massachusetts,Bristol County,,00000,41.855881595236035,-71.23378033348897,61894.30,6193.29,162905
737d7d4c-7a48-798c-a4a8-2d075c15236e,1948-10-08,2020-02-23,999-58-9738,S99931664,X12731673X,Mr.,Benjamín452,,Ayala238,,,S,white,hispanic,M,San Juan  Puerto Rico  PR,105 Auer Route,Boston,Massachusetts,Suffolk County,25025,02122,42.36855136948471,-71.0568235128627,35990.43,232466.57,971
e8eb65df-8551-27e0-688d-a13ec16177b3,1971-09-26,,999-27-1460,S99964022,X50859114X,Mrs.,Betty470,Carroll471,Cole117,,Parker433,M,white,nonhispanic,F,Marblehead  Massachusetts  US,807 Kemmer Plaza Suite 57,Lawrence,Massachusetts,Essex County,25009,01840,42.7116822133775,-71.1852617522926,141360.99,671712.28,722
27b5b9d1-c7a5-1391-ffc3-f804259f06f8,1924-12-03,1998-09-08,999-77-8863,S99984979,X4321021X,Mrs.,Anna632,Carmelina668,Ferry570,,Eichmann909,M,white,nonhispanic,F,Dracut  Massachusetts  US,402 Kohler Terrace Apt 72,Southwick,Massachusetts,Hampden County,,00000,42.062243043912964,-72.77792108235028,822013.41,499521.13,43634
f9c80336-9353-c5f7-21ad-d436800f604c,1961-02-06,,999-18-1427,S99983079,X29624635X,Mr.,Claude750,Marcelo725,Kilback373,,,W,white,nonhispanic,M,Hamilton  Massachusetts  US,335 Cassin Landing,North Adams,Massachusetts,Berkshire County,25003,01247,42.706736558249546,-73.13399688650244,114611.19,396574.47,146175
7c2f5a19-087b-8b19-1070-800857d62e92,1948-10-08,,999-61-1647,S99941818,X33939021X,Mr.,Andrés117,Mario764,Prieto999,,,M,white,hispanic,M,Mexico City  Mexico City  MX,787 Hand Ville,Boston,Massachusetts,Suffolk County,25025,02163,42.28040835368474,-71.04871127494962,18244.65,368354.58,971
9c57cb28-f025-eb5d-5018-749693f1cd46,1924-12-03,2007-06-29,999-84-8872,S99913939,X5913983X,Ms.,Imelda608,Takisha161,Hagenes547,,,S,white,nonhispanic,F,Mashpee  Massachusetts  US,194 Nikolaus Knoll Apt 18,Southwick,Massachusetts,Hampden County,,00000,42.08120687466701,-72.73209173863572,800571.93,427396.43,43634
0a5d638e-aeb9-5daf-ccfe-3fa63849546c,1995-11-14,,999-46-1479,S99982868,X42398451X,Ms.,Delena885,Virgina372,Schmidt332,,,S,asian,nonhispanic,F,Worcester  Massachusetts  US,1071 Steuber Approach,Boston,Massachusetts,Suffolk County,25025,02116,42.38122123632681,-71.03922312018328,157024.97,809302.43,157754
0859da6e-2508-d245-e483-b698cab1e7a4,1975-09-27,,999-42-9960,S99955248,X5417121X,Mr.,Glenn0,Leon728,Larson43,,,M,white,nonhispanic,M,Blackstone  Massachusetts  US,134 Lang Vista,Holyoke,Massachusetts,Hampden County,25013,01040,42.17489382945332,-72.63463214596153,9906.65,266364.55,5058
08ae06c3-a18b-9352-d94b-97eeb6a443e8,2006-08-11,2007-09-10,999-11-4598,,,,Jonnie215,Dione665,Hamill307,,,,white,nonhispanic,F,Raynham  Massachusetts  US,818 Beahan Vale,Barre,Massachusetts,Worcester County,25027,01005,42.42667904929106,-72.10370658350908,5540.19,1592.80,55360
1145df21-dfa3-c969-48b8-656ee8521676,2006-08-11,,999-75-1648,S99938428,,Ms.,Indira327,,Crist667,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,632 Moore Loaf Apt 74,Barre,Massachusetts,Worcester County,25027,01005,42.40550836617228,-72.14873231676347,36530.02,47950.77,55360
84cdaec9-bfc7-1957-f84d-0dd728d73d8d,1979-09-19,,999-88-7469,S99965499,X39789263X,Mr.,Trevor374,Raleigh478,Beahan375,,,M,white,nonhispanic,M,Sandwich  Massachusetts  US,162 Heaney Bypass,Springfield,Massachusetts,Hampden County,25013,01020,42.10154990146182,-72.56820782734373,237176.04,448666.34,2297
00df57ef-f14a-d64f-1363-ea5addcd65a1,1956-12-31,,999-57-9649,S99910317,X3473665X,Mrs.,Nellie325,Emilee283,Herman763,,Mayer370,M,black,nonhispanic,F,Winthrop  Massachusetts  US,179 Gulgowski Quay Apt 62,Bedford,Massachusetts,Middlesex County,25017,01730,42.516720757587834,-71.27880861344161,170357.56,684207.19,884118
46f3b98b-1e93-56e9-e70f-3fa1aec1a948,2017-06-24,,999-91-4773,,,,Micheal721,Herb645,Goodwin327,,,,white,nonhispanic,M,Canton  Massachusetts  US,626 Johns Viaduct,Sharon,Massachusetts,Norfolk County,25021,02067,42.1466144771284,-71.21153649353876,14751.09,8862.54,68467
0eaf6788-c012-5815-774e-b67fd1f48fb2,2018-04-22,,999-42-3638,,,,Branden904,,Hermann103,,,,white,nonhispanic,M,Monson  Massachusetts  US,974 Lebsack Camp,Reading,Massachusetts,Middlesex County,25017,01801,42.559298015119545,-71.06291389739177,12103.26,14003.57,127672
0ae6ab8b-ef46-2eba-eb82-8c62699fa566,1960-06-12,,999-48-4001,S99956102,X62300870X,Mrs.,Millicent213,,Rowe323,PhD,Gusikowski974,M,white,nonhispanic,F,Methuen  Massachusetts  US,173 Christiansen Parade,Townsend,Massachusetts,Middlesex County,25017,01469,42.695814210156705,-71.70567774957892,784041.99,163662.54,84276
9fc439e6-90a2-030e-f7c4-156f566612e9,2001-09-27,,999-89-3953,S99910065,X3436044X,Mr.,Julio255,Gregg522,Buckridge80,,,,white,nonhispanic,M,Boston  Massachusetts  US,950 Macejkovic Highlands Apt 9,Framingham,Massachusetts,Middlesex County,25017,01702,42.243673886687006,-71.46862668779141,69171.60,0.00,50254
233cde08-3799-aa2f-1256-a9f03660622f,2011-01-04,,999-69-8187,,,,Junko239,,Osinski784,,,,white,nonhispanic,F,Boston  Massachusetts  US,827 Howe Ramp Unit 28,Malden,Massachusetts,Middlesex County,25017,02155,42.41006702793158,-71.01300030379032,2440.41,40111.33,15162
c436b070-c8dd-a91c-904d-58818b55fcb8,1927-12-13,,999-75-9564,S99910653,X61189671X,Mr.,Ismael683,Delmar187,Nader710,,,S,white,nonhispanic,M,Amherst Center  Massachusetts  US,247 Gaylord Annex,Yarmouth,Massachusetts,Barnstable County,,00000,41.68256240730415,-70.22180711707212,234035.10,724604.88,188978
d78f1b4a-1ba4-b03e-6a0a-9014ca4ae8a2,1986-10-11,,999-64-2177,S99985085,X76355300X,Mr.,Rufus33,Vernon254,Kulas532,,,D,white,nonhispanic,M,Medford  Massachusetts  US,683 Olson Avenue Apt 72,Millbury,Massachusetts,Worcester County,,00000,42.144582754983134,-71.79881951086344,66142.52,7623.40,29264
af8125dd-1644-fa58-66a0-b97846e34b44,1924-12-03,2014-03-02,999-89-9526,S99934234,X23769414X,Mrs.,Renita685,Walter473,Lemke654,,Ratke343,M,white,nonhispanic,F,Brockton  Massachusetts  US,1096 Langworth Harbor Suite 14,Southwick,Massachusetts,Hampden County,,00000,42.009802488273856,-72.79592685526417,801650.23,1544812.04,43634
150b5304-db61-eb1f-60c4-f72f4045230e,1960-07-10,,999-90-1118,S99949017,X36222727X,Mrs.,Merna69,Gwenda518,Satterfield305,,VonRueden376,M,white,nonhispanic,F,Rome  Lazio  IT,427 Herman Fork Apt 34,Lunenburg,Massachusetts,Worcester County,25027,01462,42.538061597568756,-71.71352253250667,838666.82,305167.41,77761
9aa40676-f1c4-547f-b8b6-b480a7cd917b,1979-09-18,,999-70-3357,S99926636,X76172581X,Mr.,Marc757,Ozzie259,Weissnat378,,,S,white,nonhispanic,M,Lowell  Massachusetts  US,793 Stiedemann Boulevard,East Falmouth,Massachusetts,Barnstable County,25001,02536,41.634597285844606,-70.54355365239539,93619.85,243885.09,185108
eafa2b41-5031-0299-7af9-85c5557fcb34,1950-12-13,,999-37-6633,S99989529,X55990568X,Mrs.,Ariel183,Vickie113,Grimes165,,O'Kon634,W,white,nonhispanic,F,North Attleborough  Massachusetts  US,1050 Lehner Route Suite 88,Wellesley,Massachusetts,Norfolk County,25021,02481,42.2378595810372,-71.27340121134918,20923.81,1669215.34,1790
8d62a79e-a134-1cad-9c9f-4e39c17473ea,1972-08-07,,999-77-1243,S99960420,X37083804X,Mr.,Garret233,Pedro316,Konopelski743,,,M,white,nonhispanic,M,Newton  Massachusetts  US,673 Gorczany Burg Unit 2,Salisbury,Massachusetts,Essex County,25009,01952,42.87678428566723,-70.84818871319811,122465.26,62762.41,107998
5c0279c6-73ab-f684-a59f-196c3f7257e6,1976-09-21,,999-59-9932,S99927402,X28849747X,Mr.,Jesse626,Kyle55,Hayes766,,,M,white,nonhispanic,M,Norwood  Massachusetts  US,306 Buckridge Neck Unit 38,Everett,Massachusetts,Middlesex County,25017,02149,42.39923231070462,-71.02663349938426,101194.22,52516.31,806060
0bab50a6-9f26-b095-a651-5704e621d436,1979-06-13,,999-81-6766,S99957535,X66868943X,Mrs.,Clarine378,Sammie902,Lakin515,,Kerluke267,M,white,nonhispanic,F,Lynn  Massachusetts  US,219 Glover Station Unit 76,Kingston,Massachusetts,Plymouth County,25023,02364,42.02723200859918,-70.72546099642773,378336.59,494278.79,84675
bee78cc3-6072-13da-a480-59cb9e56ae53,1924-12-03,2013-12-22,999-58-5796,S99947554,X25593703X,Mrs.,Louie190,May125,Daniel959,,Bednar518,W,white,nonhispanic,F,Taunton  Massachusetts  US,862 Douglas Well,Southwick,Massachusetts,Hampden County,,00000,42.101181036234465,-72.77684154257065,681325.33,512889.57,43634
2abc4a87-ff28-5114-52f0-46fb3d83df71,1924-12-03,,999-10-2596,S99999152,X5255398X,Mrs.,Chieko845,Logan497,Hauck852,,Torphy630,M,white,nonhispanic,F,Newton  Massachusetts  US,859 Herzog Haven Apt 90,Southwick,Massachusetts,Hampden County,,00000,42.0809753003265,-72.76091910841734,680674.47,857728.53,43634
